trip_id,driver_id,rider_id,device_id,pickup_location,dropoff_location,distance_km,fare_amount,payment_method,pickup_time,dropoff_time,fraud_flag,fraud_type
9209,b61fdeb0-458e-4ca6-b84f-7e47515f697a,e290a29f-1aed-428a-83ac-7edbcd698d48,e0ea4000-8da0-488c-ad09-dbf7dd787190,"28.513638789152946,77.24210977305853","28.542174387802483,77.20996284424406",4.3,37.65,card,2025-09-07 18:43:18.512063,2025-09-07 19:11:18.512063,0,legit
9210,b7714fec-68d6-4ef6-b493-cc1b85e3c3d1,48022d11-8d32-4477-ad8f-77d6668b0eef,11c73c52-0956-422b-94a5-91a7d2934f4b,"28.609675168390872,77.32820721512014","28.59353741768223,77.2998438302885",3.26,31.11,wallet,2025-07-25 23:04:57.614595,2025-07-25 23:53:57.614595,0,legit
9211,988577a7-4b86-4e6d-a695-5fd46d3a3ab4,77685fcc-fcee-4450-8105-39511a897094,e17433a2-6479-4bfe-b310-a92d40d5c6ec,"28.688855329162173,77.14565918515854","28.528867906700548,77.1388468758917",16.01,185.99,wallet,2025-09-08 23:50:02.206339,2025-09-09 00:10:02.206339,0,legit
9212,fb1aad7e-f41b-460f-aaaf-6dba13443192,fdfb9370-d3ef-467c-8e73-7a523934d801,b7772124-6e01-4154-928c-3f5d18d58e3e,"28.61091138408181,77.30519655258968","28.649870904868354,77.21535750031671",9.79,78.61,wallet,2025-07-19 08:28:52.974072,2025-07-19 08:34:52.974072,0,legit
9213,58e8f098-c725-43a9-a3d6-498c4ca7402a,19f037d5-f171-4cf1-8c8d-032add804b6f,5f0e10f3-2277-4d5d-b12b-df6d05e4d6ad,"28.62314310376679,77.25030145662727","28.625409773337537,77.32881521809477",7.85,68.05,wallet,2025-06-27 08:31:53.364241,2025-06-27 08:52:53.364241,0,legit
9214,2e854ad8-7e53-449b-9eb2-02ca901bd1ad,756c6b81-dc6e-41d0-867d-fde59d3ed003,2f355582-efa8-41ce-8d8e-9ee6480e1f1a,"28.61226893026814,77.22820157366635","28.58917485570287,77.16528708705576",6.7,78.15,cash,2025-07-08 22:43:41.012339,2025-07-08 23:24:41.012339,0,legit
9215,ebbd338b-948f-4497-86c5-f1d4a0f95519,74fc98b2-29da-4d83-ad6a-dc3a4ea1076f,033dc24f-6198-459f-b9d3-d417bfd00f30,"28.696846532012678,77.24142374433522","28.55857063132146,77.20420575923075",14.32,123.38,wallet,2025-08-27 04:41:26.136644,2025-08-27 05:16:26.136644,0,legit
9216,2cfd4be7-2839-4175-b3a7-e0ade3e43aed,83b192f6-d622-4cd3-af3c-6ff8df7fe005,63296650-ef07-48b1-a790-020f2187aa8c,"28.64344214217642,77.19157845710524","28.562956786902074,77.3276390266114",15.81,141.01,cash,2025-09-03 03:48:44.686903,2025-09-03 04:33:44.686903,0,legit
9217,2a0377e7-4c48-4c4c-8b44-a4e0502f42c3,1310f1ec-e944-413b-8b37-24d1318c8881,f904b496-eb5f-410a-99d5-c50536c472d2,"28.68684550074264,77.21433613339208","28.614186269310554,77.13748649259331",10.58,92.86,cash,2025-07-31 23:41:22.255536,2025-08-01 00:18:22.255536,0,legit
9218,a8fb7f77-49da-4015-9022-514425bc3c5b,60c94e11-4e40-45c1-85a9-d9025e7ed386,f8abbf06-bcee-41fb-b90e-6ef72d398a1f,"28.561108831009566,77.2977838549926","28.607645778069845,77.29844272220387",4.65,55.59,cash,2025-06-20 12:03:43.697378,2025-06-20 12:43:43.697378,0,legit
9219,3cb3fc04-d2fa-49ad-a8ac-f4a92c0530b9,9a2d1ece-d8f4-4e74-aa79-da330c528279,28bb871a-e6e5-47af-8033-5f20d2329571,"28.638949084234376,77.20414560373189","28.532025287500293,77.3136098657539",0.12,300.03,wallet,2025-08-21 22:19:57.725918,2025-08-21 23:15:57.725918,1,rider_driver_repeat
9220,aa9079fc-8ecd-4173-8623-cc6a2d57f699,ff29b59f-e72f-42fa-bdf8-f2cfb0a8e618,5b4f60ad-ccee-4bbd-b29d-92138915f9f9,"28.69359331584185,77.29760923676841","28.553284119379406,77.24476678253767",14.99,121.5,wallet,2025-08-26 03:09:58.909957,2025-08-26 03:46:58.909957,0,legit
9221,8b932a1b-cbd6-4623-b557-c487478ef740,b5d0834b-8d77-4bdf-8803-d8edeeb7499b,dc016001-903d-4d18-8a31-aaa90ab16d7f,"28.605931013632233,77.2824840575716","28.66961302103514,77.14600302600522",15.06,147.57,card,2025-06-24 23:40:06.329293,2025-06-25 00:13:06.329293,0,legit
9222,db73f61d-abfa-4daa-899a-b2b16d610edd,48c60021-5325-435b-a391-d6071126dc1f,b0ddf6a2-9fe7-4ae8-93df-6ac5ce97c77d,"28.647683370325435,77.2847149428759","28.679827296384047,77.24453977779963",5.15,41.28,card,2025-08-27 02:48:15.280762,2025-08-27 02:57:15.280762,0,legit
9223,c80ec5cb-c5d0-4f51-9c51-f44440390a00,084b9a86-0f88-43b0-b326-4de1f11900fc,0646bbb0-5d75-4360-a7b7-f12914e8e640,"28.546285544762082,77.15537779160677","28.536259163983576,77.21452140750178",6.0,62.86,cash,2025-09-08 01:25:03.141649,2025-09-08 01:53:03.141649,0,legit
9224,9db7f7c5-ca0e-405f-949e-b53a2e37f2ff,05491592-abf4-48a0-acb0-a1334bde7cf4,46d4447b-a8a4-4b5a-af03-d768c3994da4,"28.68830731359935,77.15381377320045","28.551392515042178,77.19029544872244",14.17,158.37,wallet,2025-06-16 06:41:20.154532,2025-06-16 07:01:20.154532,0,legit
9225,cef848d8-dd59-4060-a9d3-6ab4b544a977,1e7abcf7-1219-4ec4-9f23-537e4a1516e1,8a182f66-26e7-48c7-8c49-6329597c211f,"28.68790192120277,77.13314573012039","28.614303374943436,77.15650900472868",7.72,68.88,cash,2025-06-30 17:13:54.047616,2025-06-30 17:36:54.047616,0,legit
9226,69c03b38-8b79-4894-8a18-4f29e79da88f,8a33ccae-9fe7-4adf-aa66-621c3b2c426f,8fa61f71-8a3f-45cb-9089-8ce4e636e404,"28.557543388396525,77.22689800295815","28.681465319516363,77.22745761086468",12.39,110.34,cash,2025-08-19 11:25:26.743852,2025-08-19 12:08:26.743852,0,legit
9227,e7e41150-6e45-418c-8bb3-f735d1cc1d0a,6d727aef-78d9-49ca-9582-eb5ebe8acb8d,62b23d9e-dee2-4a41-8475-41ee6d144908,"28.55267256187618,77.31529236956237","28.618959836485747,77.26434459099349",8.36,79.69,cash,2025-07-30 23:17:35.469804,2025-07-30 23:50:35.469804,0,legit
9228,a603fa74-2f0f-432c-8b01-41235465754e,0b318e71-d700-4eb1-9dad-378d67036813,2736e422-ae8f-44f8-8214-49ce9ca25b33,"28.54587598477305,77.29028886000397","28.53955078505708,77.21058655065681",8.0,78.51,card,2025-06-30 01:13:02.853759,2025-06-30 02:04:02.853759,0,legit
9229,4fc7973f-9cc1-4b49-9835-a878dd2fc964,f0a20ab4-2ea9-4937-bf47-4cde8a1986a3,5cc432e6-98ec-4137-9c08-adf8e85550ce,"28.56053175764628,77.23762839651518","28.573507812046074,77.13046255421342",10.79,95.89,cash,2025-07-25 17:24:21.405556,2025-07-25 17:52:21.405556,0,legit
9230,fa6f3201-9649-4478-bf42-ca1ee5bf04d7,f25805b1-b82b-4ecf-98fc-33d073ee7c22,e421b94b-b54d-4b98-ae4e-d26fcdbc0ea0,"28.696014667814275,77.20228509735571","28.689670627527015,77.24746590047855",0.29,431.05,cash,2025-09-01 07:50:04.799262,2025-09-01 08:17:04.799262,1,rider_driver_repeat
9231,42313e66-1c2d-42c5-96c4-145560d27912,10a539e1-3fe7-4c3a-bc5c-5f1904496472,ca616203-bca8-4dd5-a1b3-1ad5aa38f9c9,"28.702960536517736,77.16773977188232","28.549328107411043,77.1307699897896",15.8,171.36,card,2025-08-12 23:18:19.992560,2025-08-12 23:53:19.992560,0,legit
9232,e0318470-ad1a-48ec-a0ef-591a9c9a9967,9779752a-2e30-4d4c-8875-ea5c835ea356,b348a7be-80dd-4193-82eb-6e4a444bad63,"28.5271608894157,77.32079129685108","28.632743359311938,77.22178877363085",14.47,131.14,card,2025-08-18 02:49:34.899402,2025-08-18 03:04:34.899402,0,legit
9233,00d139d6-cd20-4d20-8a11-2a31aaf17a78,6b39d4b9-5157-4c7b-a626-c53f6ea6eb01,05cce4e7-09f8-404c-acba-d75acfae4839,"28.682415200391578,77.3027349024519","28.671754868682637,77.16531363036871",13.78,134.69,wallet,2025-08-19 17:17:58.858590,2025-08-19 17:23:58.858590,0,legit
9234,5038feb5-42de-424c-9da4-f7f2c0ac768c,11b29559-bc94-4f54-86d2-07b9b9686491,b3ca118a-3b70-42cc-b3bd-08f12f6dd208,"28.565024187747856,77.19621484533836","28.54138082820334,77.28580200627874",9.27,75.44,wallet,2025-08-18 09:15:05.281018,2025-08-18 10:08:05.281018,0,legit
9235,e8520d18-97dd-482c-9e78-8a028415a0f0,804ef2db-5ffb-483f-8301-4737f1d90e25,98b51e27-4e66-4b77-a387-635ec3a31523,"28.703966661332473,77.19719652974095","28.512467031704574,77.22639325512512",19.37,229.01,card,2025-09-09 16:28:18.691602,2025-09-09 17:21:18.691602,0,legit
9236,03140d2e-bdb7-4d06-9d0b-f2e2d33fbd4d,a3dd247c-fc76-47fc-86ff-d02fa67c1ace,0cf806a1-7417-406c-b05f-3f5a074e8690,"28.516977504814108,77.3237814386939","28.62709686300012,77.28488291337673",11.68,113.85,wallet,2025-07-13 05:40:48.201138,2025-07-13 05:48:48.201138,0,legit
9237,a76b4963-fda2-47f2-9f55-a20f5703d208,900bd57a-fffb-40f8-bae9-fc9ea261ed66,984c140e-e4d3-4948-bbe2-2608105f9d8b,"28.555799482724403,77.162341632504","28.62276517172107,77.28759667493746",14.2,163.83,cash,2025-07-11 20:53:53.661095,2025-07-11 21:43:53.661095,0,legit
9238,8d808108-f16c-4874-834d-a3e21fb5298a,d2637d20-28bf-4442-89f7-d018f3bea395,9765681b-314f-4b54-8b85-51510a1ea703,"28.697116426600186,77.25720129196156","28.518581731544298,77.27409064605419",17.93,161.75,card,2025-07-15 19:45:11.760758,2025-07-15 20:15:11.760758,0,legit
9239,8fe24f10-1fc2-43d5-a963-1cfc7bd42e83,fbd9d873-1c3b-435b-9093-2721625c25b7,ec62909a-af28-4387-b8ad-47474f9b42da,"28.591089907034355,77.32310677300259","28.693631777750483,77.32948768748608",10.27,97.58,cash,2025-07-14 18:44:45.731514,2025-07-14 19:01:45.731514,0,legit
9240,5e337073-ce73-489e-9a5b-4733fda4bae1,d62efe42-4e09-4fc6-93ff-9a7831f3c604,be0d6951-b735-4903-a08d-4bd0229a7df3,"28.56230085075212,77.21968754191012","28.671994567054643,77.3289888035933",15.49,159.97,wallet,2025-08-31 06:10:52.604817,2025-08-31 06:21:52.604817,0,legit
9241,1b5419c0-486f-4993-a5e8-a01d9aa3e892,e4564417-06d9-43e4-99b8-7e5daf4225d0,shared_device_999,"28.662332235805714,77.1765055003908","28.58452495396747,77.26907836385199",12.09,111.62,wallet,2025-06-25 15:34:26.995114,2025-06-25 15:54:26.995114,1,device_reuse
9242,7bcbf100-2642-4be8-bc23-24051438ecac,d671337a-44b0-455f-b6aa-644d4bc89620,a2401824-2be2-40ce-b797-b2c86f0a7839,"28.657319370973855,77.27886502474037","28.677274470621583,77.1951611606153",8.6,95.87,cash,2025-07-02 18:08:05.416388,2025-07-02 18:50:05.416388,0,legit
9243,99957658-2bdc-401d-82ff-87387c436be1,e7d1e8f5-d22e-4475-8ce0-90af90c0011c,404e8109-0bae-417a-87f2-94759ba73ab8,"28.51021688327356,77.23516579179467","28.553555553390083,77.16025687598155",8.65,93.47,card,2025-07-10 22:38:35.919107,2025-07-10 23:28:35.919107,0,legit
9244,72880327-b7a2-4b2d-9e13-c90913ceb6ba,dc066bce-dcd3-49b8-b204-97563502f0f1,6812584f-0ffb-42e8-b0d6-a9910f416f5f,"28.520645942850035,77.32207581172847","28.633220208593933,77.14016305963708",21.39,244.32,wallet,2025-08-10 19:40:23.686839,2025-08-10 20:38:23.686839,0,legit
9245,3d47f6d5-fe3a-4749-a151-7dfed21f3c27,f33efe30-7e5f-499b-856d-2531226fe659,a9ec51a4-6953-44cd-8a08-481d5bc71df0,"28.58850318827299,77.21599125819117","28.64958601338572,77.27273042041263",8.34,93.3,card,2025-08-11 20:45:43.669749,2025-08-11 21:16:43.669749,0,legit
9246,842db717-08d3-42c7-a22c-b59a958edbd0,2f245039-ee0b-4c9a-ae62-33b4259a02b6,bef0973c-f1d8-4fa1-9d4c-b29d8b07a657,"28.70801131961172,77.29552789142132","28.556320430086515,77.25661930278349",15.66,168.07,card,2025-06-24 08:54:31.214916,2025-06-24 09:17:31.214916,0,legit
9247,3475c5d8-4155-4e2a-9c08-78c7ee37e11c,e1f38c95-db31-43a3-a742-f75b3e13b2e3,95fe0fa5-8e6c-494d-91b7-dca97b645112,"28.60618852429247,77.18684031836388","28.568629867232314,77.27312298467652",9.41,100.69,cash,2025-08-09 19:39:49.058937,2025-08-09 20:37:49.058937,0,legit
9248,2930b1b3-6145-434e-9c21-dadb6f8ac61c,5e09a0fd-982b-49b2-a68e-8840ad4880bc,54a858d3-715b-40f0-9983-6cf5b0cc5f28,"28.54761358831551,77.17821403551625","28.51926353354297,77.25811680719062",8.48,71.14,cash,2025-06-17 03:31:55.896142,2025-06-17 04:02:55.896142,0,legit
9249,57bd8e21-4b19-438c-973d-7bda3b002d6c,7a2492c1-eae6-48de-98ff-5d3cff4998d1,fa2bdfab-28db-44f4-928c-bc596797eb82,"28.522201108498663,77.21619718054647","28.601625515456174,77.18067785233728",8.7,85.37,cash,2025-07-24 21:40:27.766945,2025-07-24 22:32:27.766945,0,legit
9250,c47d75b6-3a12-4426-8c5c-b18f96e47024,2410c815-d3eb-4e96-917a-0def643ce393,b500fddd-9215-4d6b-a7aa-8ab17ac6f0a1,"28.5854891115664,77.31082334981406","28.57409530540917,77.17873477799516",13.26,132.35,card,2025-06-29 19:05:20.444999,2025-06-29 19:15:20.444999,0,legit
9251,93131a04-a1e9-44e3-b07f-27dc3bebe897,9fc76b68-9e21-4949-9062-409d13da58ca,6f0811e9-cb49-4f6f-bf5b-be4d570d3591,"28.618229315308785,77.30096460704893","28.593911354328874,77.21275724428969",9.15,107.6,cash,2025-08-21 01:06:51.602901,2025-08-21 01:15:51.602901,0,legit
9252,28aa173d-1459-4c76-bda6-c54d9cedd233,bafc227f-c243-4ecf-a003-c7478d7be579,42ad6255-65c8-4616-8aa8-b6394e1aed0c,"28.542269742621393,77.17267044465929","28.633486427238097,77.31678972394499",0.21,557.31,cash,2025-07-05 20:25:01.125012,2025-07-05 20:32:01.125012,1,rider_driver_repeat
9253,2342b262-dc0c-4ff1-9373-36e9eea695a3,3951da5d-0d96-4eb4-be50-c2736a987b30,8ba8be1f-f066-4358-bb0d-8ad7915e1d91,"28.64787851299002,77.26877051757305","28.554363639509535,77.13116657016391",16.64,196.48,wallet,2025-07-02 08:10:00.735080,2025-07-02 08:32:00.735080,0,legit
9254,10d88e4d-29e4-4415-9cf7-861c90f4b5aa,b4149c17-56ee-4a55-bf45-694bb3307625,7ce47ecf-0b76-476b-bd63-951c855cd1b6,"28.55002000646893,77.20793319374965","28.593667944569294,77.30021861209238",10.21,89.94,cash,2025-08-20 00:47:21.312628,2025-08-20 01:25:21.312628,0,legit
9255,ba2c677f-ad32-4280-aa63-c814e9797f23,0626e2bc-8ecb-41aa-a347-456358519bdb,02e1d508-a20f-4ed4-8009-d3cc8ad42897,"28.534133559933014,77.17990165767446","28.692145777024056,77.19773510226018",15.9,154.15,cash,2025-09-07 17:04:35.153242,2025-09-07 17:12:35.153242,0,legit
9256,7fe54cb9-a2f6-4aab-b876-87fefc367720,e8d302d2-a2e7-42ba-b8ad-432b28e76cad,4ee08b92-c546-49ba-860e-0175d30f79af,"28.637023795715358,77.21768656470037","28.55049646044141,77.30727061028576",12.45,142.21,card,2025-07-28 11:18:15.714921,2025-07-28 12:18:15.714921,0,legit
9257,c6bec1c7-8e67-49a0-b96f-9c584e0377a7,90f6f660-d018-4202-82e7-67d1593703f1,8d2544eb-2c26-49c6-9e4a-8af43351e32a,"28.702365454386378,77.17992703080878","28.56430203871586,77.24489153687371",15.26,177.99,wallet,2025-09-02 09:14:12.426152,2025-09-02 10:03:12.426152,0,legit
9258,1e08d740-537a-49bb-8ce5-c3bbaff22b97,d0bc58f3-7078-4135-abfe-7b2b46dc0b60,a2d8abb9-f04a-4fb6-bcb0-6874525dc1d7,"28.699073385088898,77.21684621141858","28.668699386038643,77.2984302084789",8.71,89.5,card,2025-07-16 19:06:36.280105,2025-07-16 19:30:36.280105,0,legit
9259,245dc542-4040-40bb-822e-070087ec7f06,57b08c61-8f6d-4152-87c4-222de2a7176f,57f3afb8-eb0b-4b4a-a5f2-ef313cbfe14a,"28.553472047174434,77.26184665018232","28.602877821444647,77.132723808633",13.83,134.43,card,2025-07-11 23:46:51.059355,2025-07-12 00:38:51.059355,0,legit
9260,dd9d92ea-5bc3-41be-8f4f-54ef0e99f50d,4d1b10e8-35bb-4666-b291-e91bb5507032,addf9544-2f80-4dac-b96d-367bcc570cb8,"28.587129868701247,77.24420027451829","28.68877366056558,77.29701254635846",11.45,97.15,cash,2025-08-29 07:04:50.406515,2025-08-29 07:20:50.406515,0,legit
9261,b7403736-bd61-4fa5-9bf1-9d2b47e6cb8a,beb6d749-80fa-48f2-9764-b8398b8f5674,da4ba4ea-ee35-4f38-bf91-df0c17f61861,"28.544390115341923,77.1934516414212","28.528864479214434,77.23362730294457",4.31,35.91,card,2025-06-19 11:56:17.073296,2025-06-19 12:50:17.073296,0,legit
9262,072d1aa5-eaaa-45c2-bdae-85bcf2c08c6c,3f733894-80aa-46e6-8118-83055fcdc53b,1364a8d3-b4b9-4452-9a54-0d451c8509ec,"28.673559201739995,77.17165888134393","28.62722599959547,77.2767059691896",11.48,118.36,card,2025-07-03 18:08:27.003624,2025-07-03 19:07:27.003624,0,legit
9263,fraud_driver_456,fraud_rider_123,e8c0fbd0-2818-4c94-8a7d-90dafb406244,"28.69273828637742,77.27635469117573","28.515571911208884,77.15454191487878",21.5,178.02,card,2025-06-21 12:02:39.470148,2025-06-21 12:09:39.470148,1,device_reuse
9264,420466e1-b180-4aee-bf77-df0c10e4cffe,3aea2ec1-b4ae-4856-bb13-7b97fc7e6261,a539b42e-d87e-4bd6-a4e1-971113889a92,"28.695874554178037,77.26894902648783","28.53440756086292,77.16542461491392",19.18,165.13,card,2025-07-22 23:12:55.280311,2025-07-22 23:43:55.280311,0,legit
9265,7cdcb256-77f7-49d5-a803-232afbbf2f26,d4a8016a-a0c1-4070-bb1c-824a4d60ecc4,b0854aed-aa47-4150-a551-c9b1a5e45e5b,"28.63763547038045,77.17551625187755","28.562581876701554,77.18092892289779",7.52,85.69,cash,2025-08-14 07:04:11.287984,2025-08-14 08:01:11.287984,0,legit
9266,868c6eb6-c79e-46aa-8ccd-9749f5816c89,ed79bc86-668b-44a1-8228-194ab1fbfbad,8cdbbd79-0f06-4916-8469-c1b10fd1b7bb,"28.53206393269287,77.21296729089651","28.559824404461608,77.27128212650813",6.46,70.75,cash,2025-08-31 14:28:57.838078,2025-08-31 15:12:57.838078,0,legit
9267,ab421e6c-5e35-47c3-9063-1c3e7222bdbd,5c7a9703-b527-4c31-acb9-2937b92e5cc9,7e71cacd-ab4a-4900-9d8e-17c32f5fe9b1,"28.578089060582542,77.15367380782892","28.57257133439672,77.17741943910548",2.44,22.95,wallet,2025-09-03 09:46:04.752974,2025-09-03 10:12:04.752974,0,legit
9268,68cb24ed-253a-4af3-9d73-42bcae3767ea,165dc612-7ecc-4ba7-8088-a7ff110a02db,3b54b7aa-2ea3-4140-b1b4-357c448243ce,"28.595795735289716,77.18898342541945","28.703318470211983,77.20525330201288",10.87,101.62,card,2025-07-05 10:51:35.515537,2025-07-05 11:04:35.515537,0,legit
9269,a30413d8-b9cb-43b7-a0e3-8acf1531e2bd,b9d68aa0-e5db-4b68-8d6a-bc459468328a,996e89bf-b481-4a2c-bff4-64e1f7073295,"28.524461410122985,77.24772671764865","28.521953108588022,77.32097887420173",7.33,67.95,wallet,2025-07-03 21:02:52.719085,2025-07-03 21:31:52.719085,0,legit
9270,3567fb05-ca38-42eb-a3b2-99f23c2ad738,5dc5f054-3c81-42b6-8637-0f8bcdbf646d,ba4b2001-9994-4d61-b74d-252a88d4f8b0,"28.629089509088228,77.23808185740445","28.561201380177764,77.30351641093475",9.43,110.3,cash,2025-08-27 06:41:33.212266,2025-08-27 06:48:33.212266,0,legit
9271,6b7715b6-fe33-484c-8f96-bc5fe86741a4,803109e5-a477-4dea-a029-9583b5a3062a,5d29833e-7a19-4d3a-8ad8-142f08a909b1,"28.53435421784135,77.28315339733344","28.516564117650592,77.20136910567254",8.37,73.11,card,2025-08-11 04:29:17.221524,2025-08-11 05:09:17.221524,0,legit
9272,d0f82655-a339-4517-b5aa-1a1ea0398fe6,ad91dbd1-55a8-4301-ac31-cc346c911d1c,0a2fbbac-376c-4aab-abe7-6c521d89b112,"28.6760138311683,77.20120170389808","28.511696514387726,77.26004424752543",17.45,190.12,cash,2025-06-15 04:26:42.416966,2025-06-15 05:04:42.416966,0,legit
9273,037e9578-b267-4538-bfaf-2659663770e4,d5eb898b-6e28-49bc-92c7-40294e95b388,ad1b6203-d405-4101-8806-78d3bc99aeb0,"28.613673572793637,77.27928863342703","28.626301636865566,77.23645253278725",4.47,50.46,card,2025-08-05 05:08:44.116666,2025-08-05 05:26:44.116666,0,legit
9274,fc12c4ba-3b47-4950-a565-bc50fe62c71a,92223689-e3ec-4a5a-b235-67fdf98a7b74,9ea4fd87-1b99-40c7-913c-4ef9a6a59a8b,"28.586762328540598,77.32929829380936","28.67542682261362,77.26082134239182",0.25,756.1,cash,2025-08-30 14:59:30.535333,2025-08-30 15:56:30.535333,1,short_high_fare
9275,f80221bb-beae-49f9-b419-45547de2379c,2a569e6a-3a4a-4795-9e59-4e005db2ef0d,050afb9d-916f-4959-a3ae-da75c0e0f93a,"28.51913112459141,77.24671025122207","28.62240506188093,77.15447546461657",13.85,131.22,card,2025-08-04 16:58:37.181389,2025-08-04 17:51:37.181389,0,legit
9276,86d582e4-3378-454d-b18d-fe9f952534ab,6322f482-1513-4cd5-8015-395674d66bf1,073794e8-d434-4914-966f-9fc186582189,"28.59751075603398,77.24192155319179","28.594068285492746,77.22113251494072",2.11,17.58,cash,2025-07-05 18:21:45.382089,2025-07-05 19:09:45.382089,0,legit
9277,ad484e1f-cbea-4d49-a023-1e98b2b184b8,2e4c2b6a-c326-449e-b75d-4da7cb4d2cdc,6c4686d4-dfb4-4cc9-a39f-7c63afcbc16f,"28.518546707795625,77.24281305913506","28.688288520697967,77.25538334456584",17.02,190.12,card,2025-08-05 07:10:24.609305,2025-08-05 08:08:24.609305,0,legit
9278,c4456a74-f719-4058-b0aa-8e2e2000b86b,ca8dfa1b-51d2-4fb9-b02e-0b5099743402,cd90d0a4-b29e-48ee-973f-26fbdfb86b7e,"28.60001852758464,77.15207073982904","28.549048724594268,77.16539704990939",5.27,61.11,card,2025-08-04 10:26:03.721656,2025-08-04 11:11:03.721656,0,legit
9279,727c1004-f3be-4db6-9f3e-2c2fb2d6e9d3,326ae159-af89-4e2d-8bbf-2596fd08b889,efbcbacd-4141-4fb9-b769-a772c00bffe3,"28.61202310298872,77.14954737871841","28.698446508422826,77.32861612829831",19.88,193.75,card,2025-08-03 15:10:12.468445,2025-08-03 16:07:12.468445,0,legit
9280,6288fa74-299a-4565-a80b-8395abf0c937,489623ba-5423-4bcf-a777-00a09ec5a233,e5c77d6c-130a-41e7-b0b9-c2ff24835a1f,"28.521533552216596,77.32009300184956","28.588087160709552,77.31283986704074",6.69,69.73,wallet,2025-08-05 05:38:21.589106,2025-08-05 06:24:21.589106,0,legit
9281,3fd39ec4-6dbe-441c-8bd7-3d161538c015,00f59565-f97a-4567-b2c7-62010bcc0947,4a3a2ddb-7334-4adc-9011-d2353d1952f9,"28.589522838599994,77.21439355221783","28.700110452181825,77.20306616812144",11.12,102.18,card,2025-06-19 11:05:55.612487,2025-06-19 11:16:55.612487,0,legit
9282,61b50543-050d-42c0-b9d8-a7f1f3f462e6,e2d602c2-3941-48e8-bc45-62d7f7823c00,0b3b9d09-df22-4ace-b592-168c326e3341,"28.55821106367594,77.2252647344135","28.520761699158726,77.280483930674",6.67,71.73,wallet,2025-06-15 09:51:22.551457,2025-06-15 10:24:22.551457,0,legit
9283,3032fd23-f83a-4865-ac7f-29d5a40814ef,fff09858-13f8-4564-8b44-b61d39d02850,6532601f-6def-4197-b859-d022990fee77,"28.518578272629643,77.25671977764846","28.575948450597554,77.17115489830836",10.3,105.82,wallet,2025-09-09 18:17:01.695526,2025-09-09 19:07:01.695526,0,legit
9284,45f44e24-b5e2-4419-9eaf-28eefcedca6a,add6cf01-6cb6-407f-a440-66890f18146c,c7089a63-9a9e-47a5-a056-5466185a9d3b,"28.70137915918243,77.21664396216127","28.61768359585477,77.21592290592257",8.37,95.24,card,2025-08-05 02:49:19.508900,2025-08-05 03:09:19.508900,0,legit
9285,4a9cb6db-8077-443e-82aa-5757ccb037f5,a6d61ce3-22d7-4166-b9da-3b354391f10f,shared_device_999,"28.576614981050128,77.30696015892778","28.540638771094258,77.20287523552321",11.01,130.43,card,2025-07-18 04:22:19.561799,2025-07-18 04:57:19.561799,1,short_high_fare
9286,f5fb0d9a-6f6a-49ed-aefb-42afe597215a,248b3192-cea7-4b6b-9c59-9c3599eb0e5f,79f0bc5e-db1d-483d-aa58-1c2ea15a98a9,"28.568392770215667,77.30873673033292","28.598248903389774,77.31408902142142",3.03,35.24,card,2025-07-08 22:04:28.900741,2025-07-08 22:13:28.900741,0,legit
9287,7ba29cef-d222-4cc9-920e-402e68899c7c,8085c40f-e1ca-493e-8c61-717ee05bfcde,3692f5d9-03cf-4320-8c6c-80564ebd6df1,"28.617243990817002,77.31473508604988","28.651262697662435,77.28768352455549",4.35,43.14,cash,2025-07-19 17:49:50.513855,2025-07-19 17:55:50.513855,0,legit
9288,6cdc5f51-6870-476f-bd21-8ce74e58ff49,8d3c6acb-0ce5-4957-9c4a-a3b36305b207,ee7d1d81-238e-4754-bce8-de274d5ecc48,"28.51530480879273,77.30406198660347","28.56067362481724,77.15114795689868",15.95,190.44,card,2025-08-20 16:23:19.081596,2025-08-20 17:00:19.081596,0,legit
9289,af099d03-ce30-4681-849d-ff2134dc7319,2f96dfd5-7f85-43c1-9782-1e4563c23d80,efce8d2a-d2f9-496f-88d7-8c204d3830be,"28.630151980069535,77.23129191127266","28.683560846519452,77.16699312921259",8.36,100.11,wallet,2025-08-20 19:23:42.720184,2025-08-20 19:35:42.720184,0,legit
9290,422af34c-a701-4bff-8956-811eb5fd18df,160c14a3-b8b9-4bbb-993a-02f9dfd38f84,4243fcc2-019d-4d94-92ff-757d7a12c2d9,"28.695642341086366,77.25095143686599","28.51484064047808,77.20225320963449",18.72,159.88,wallet,2025-07-15 23:02:27.803543,2025-07-15 23:57:27.803543,0,legit
9291,fe25c716-4359-4c9a-aed2-a9bddc24f3fb,c5c91d73-f6f8-4123-881d-d0f0034b5361,789646d4-b29c-4ca8-9805-5469de0c025b,"28.609136350232998,77.18343323650802","28.706756759783687,77.14772097518095",10.39,89.67,cash,2025-07-09 00:20:06.260214,2025-07-09 01:07:06.260214,0,legit
9292,3f297a8b-0ae9-476a-88a6-a5f0bb246949,43117503-b8b3-4985-8772-4dac3e8979d1,f6f87cc7-e10d-4531-8990-e95a25a26017,"28.69208861294917,77.14475666300679","28.678130804318396,77.21094171282958",6.76,75.92,wallet,2025-07-05 02:39:55.723583,2025-07-05 03:37:55.723583,0,legit
